game,community_id,Negative,Neutral,Positive,comments,positive_pct,neutral_pct,negative_pct,users,top_terms,top_central_users
Project Sekai,49,4.0,6.0,4.0,14.0,28.57,42.86,28.57,8,"genshin, kanade, server, jp","@The_Genshin, @bbysiea, @RealCollei, @Oreo_yoyoofficial, @xp1nkxpjskxonYT"
Project Sekai,50,0.0,7.0,2.0,9.0,22.22,77.78,0.0,8,"mika, just, kagehira, kiki, spotted","@Mika_Kagehira_valkyrie, @jiji_socool, @asmodiasmobilemoba, @25-mayonnaise-bottles, @st4r.r0gue"
Project Sekai,51,5.0,6.0,1.0,12.0,8.33,50.0,41.67,8,"shiho, like, dislike, friends, band, story, character, shizuku","@mewstone8442, @setuwtuethji, @sincerely_kotoka, @kumoric, @pleaseforgivemeandpurple"
Project Sekai,52,3.0,5.0,0.0,8.0,0.0,62.5,37.5,8,"song, long, trolling","@THEpreminger, @UnfinishedVegies, @So_Indecisive, @lenkagamine4059, @alyziee"
Project Sekai,53,3.0,9.0,0.0,12.0,0.0,75.0,25.0,7,"nene, game, robo, rui, doing, america, going, read","@Eo22I005, @lethalty6055, @nosoydarku, @FellaxFeline13, @illumiEclipse"
Project Sekai,54,3.0,5.0,3.0,11.0,27.27,45.45,27.27,7,"got, notomor1, luck, hours, tiered, day, mizu5, f2p","@eleanora_nene, @RandomPjskPlayer, @meh_81, @NotOmor1, @Mafufu_Kasa"
Project Sekai,55,3.0,9.0,0.0,12.0,0.0,75.0,25.0,7,"en, charts, neo, thing, developers, sorella, wait, en charts","@Napkin152, @Lucy.ও, @SnipeLain, @Claudelobster111, @sorella."
Project Sekai,56,2.0,2.0,5.0,9.0,55.56,22.22,22.22,7,"like, japanese, voicelines, story, jase276, project, project sekai, sekai","@donyori, @purplequestionmark, @Palemis, @chiare5236, @PWNDON"
Project Sekai,57,1.0,9.0,2.0,12.0,16.67,75.0,8.33,7,"game, sonolus, project, project sekai, sekai, colorful, colorful stage, hatsune","@the_seabunnyboi7004, @moru.5953, @kurtcobain1111, @violet999ab, @Mrprx88"
Project Sekai,58,3.0,5.0,2.0,10.0,20.0,50.0,30.0,7,"append, speed, expert, miku, try, end, miku expert, end miku","@ChiyasWonderworld, @ෆbrick_eaterෆ, @Brawler2-uh8wd, @4STR0_0N_P4WZ, @novarsity"
Project Sekai,59,3.0,5.0,1.0,9.0,11.11,55.56,33.33,7,,"@meretrizo1, @kemorin_45, @ZenoxioGD, @basicallyaBystander, @ilovetetoyipperz"
Project Sekai,60,4.0,2.0,3.0,9.0,33.33,22.22,44.44,6,"real, think, i'm","@Naomi_rantz, @good.at.dash12, @Sp0ng3-Po4at0, @YellowFireyy, @momoyafluff"
Project Sekai,61,7.0,4.0,2.0,13.0,15.38,30.77,53.85,6,"recommendations, i've, fandom, it's, new, interact, weird, fan","@mprobab, @ElifDuru-r6r, @The_Zombiie, @chronic_femaledog_face, @zarinaisweird"
Project Sekai,62,0.0,8.0,2.0,10.0,20.0,80.0,0.0,6,"siblings, kkyumonoyoi, len, rin, yeah, convos, just, main","@mewowow, @Itse1liee, @uhhhCheese, @kori-sn4co, @blouptibloup"
Project Sekai,63,0.0,9.0,1.0,10.0,10.0,90.0,0.0,6,"game, hatsune, hatsune miku, miku, pjsk, project, project sekai, sekai","@TheSilverBacon09, @onlinecorpse, @Armintimothy, @YOUALLWILLBURNTOHELL, @user-ly2nx7ss2x"
Project Sekai,64,0.0,12.0,1.0,13.0,7.69,92.31,0.0,6,"game, easy, project, project sekai, sekai","@skylercuberkid, @oficialRicoguer6, @Maminnefor, @yuriezralascano7053, @MIPVR"
Project Sekai,65,3.0,7.0,0.0,10.0,0.0,70.0,30.0,6,"master, hard, expert, expert master, lol, playing, play, trend","@ll1eeon, @esmapeanut, @dustysoup2238, @joannaa_1018, @Boruwiak"
Project Sekai,66,4.0,2.0,2.0,8.0,25.0,25.0,50.0,6,does,"@ghosteaaa7949, @ReiToriyasuSan, @nyasreverie, @nooktom, @twowearr"
Project Sekai,67,2.0,4.0,0.0,6.0,0.0,66.67,33.33,6,"it's, new, new ui, ui, mechanic, it's new","@ChloeeeTheHuman, @C0RAL-_-, @kaialuvss, @w0ndrbreddd, @GAM3.BO1"
Project Sekai,68,1.0,2.0,3.0,6.0,50.0,33.33,16.67,6,,"@vnguyen-s6j, @BART-l2d, @Offical_Randy-k3, @Bangladesh-7vv, @Anime0reference"
Project Sekai,69,4.0,8.0,2.0,14.0,14.29,57.14,28.57,6,"alr, music, im, song, did, music shop, shop, tried","@Krizzysigma, @LolulolitalorettaLutin, @Enanan_l1, @Cup_cakeyy, @justfdwu"
Project Sekai,70,3.0,1.0,2.0,6.0,33.33,16.67,50.0,6,"eyes, hours","@kyashiwastaken, @MadamHertaFan69, @wuestar2651, @History_With_An_Idiot, @SomePerson-7"
Project Sekai,71,2.0,6.0,1.0,9.0,11.11,66.67,22.22,6,"mafuyu, im, gender, coconut","@regrettingtheguilt, @N33DYENBY0V3RLO4D, @littlegreen_bean, @ImNotYuuKiful, @Mikuudayoo2015"
Project Sekai,72,0.0,6.0,1.0,7.0,14.29,85.71,0.0,6,"real, i'm, i'm like, like","@memcho101, @ToyaAoyagiFan0525, @Bellameowow, @bdhfnisbdjaujuuuwrhgsjfsjcejfu, @ieatmarshmellos"
Project Sekai,73,0.0,11.0,0.0,11.0,0.0,100.0,0.0,6,"game, colorful, colorful stage, project, project sekai, sekai, sekai colorful, stage","@SUG4Rxz, @Sproutling2.0, @Ashlx_lol, @Catarmy1st, @N4TSUK1-9xy"
Project Sekai,74,3.0,3.0,1.0,7.0,14.29,42.86,42.86,6,"just, understand","@coxkyail_w, @XD-ZYT, @mitsubalover, @remiyang-dd3xv, @VOICESPAINTNOTHING"
Project Sekai,75,0.0,8.0,1.0,9.0,11.11,88.89,0.0,5,,"@くろごま29, @ログ-1124, @Zero-ng6tx, @kie923, @mariottto"
Project Sekai,76,5.0,3.0,1.0,9.0,11.11,33.33,55.56,5,"got, hell, tier, event, tiering, wl, high, airi","@DanielYYSekai, @Rain_SEKAI, @VOXINSHARK, @miniave, @gyarugirly"
Project Sekai,77,2.0,5.0,4.0,11.0,36.36,45.45,18.18,5,"game, pjsk, play, colorful, colorful stage, hatsune, hatsune miku, miku","@SalehAb-y3b, @magolorfan123, @Nacho_BLINK, @AQUO-WATER, @Lulus_artt"
Project Sekai,78,2.0,9.0,1.0,12.0,8.33,75.0,16.67,5,"hard, mode, life, thing","@Radiant_st4r207, @Yourl0calTherianMIA, @jax.ৎ, @Somebodystolemymicrowave, @Yaesle529"
Project Sekai,79,1.0,10.0,1.0,12.0,8.33,83.33,8.33,5,"emina, keys, chanrants, emina chanrants","@Lethhಠ_ಠ, @AmeliaStarsus01-Oficial, @Mr.CrazyVillainVillain, @emina-chanRants, @peachypuppy889"
Project Sekai,80,1.0,3.0,1.0,5.0,20.0,60.0,20.0,5,,"@WH1TAND3MMA, @CookiePookieNOEMI, @Crispycatt1474, @cakey.rantss, @UN251685"
Project Sekai,81,0.0,3.0,5.0,8.0,62.5,37.5,0.0,5,video,"@spumpkn, @Yaoi_Yuri_ON_TOP, @wawahmari, @TheClassterMaster, @lolbitvirus"
Project Sekai,82,2.0,2.0,1.0,5.0,20.0,40.0,40.0,5,,"@Im_starting_to_like_myself, @Victoriatired12, @Tara_., @ch1pz-z, @SQTRaven"
Project Sekai,83,3.0,2.0,0.0,5.0,0.0,40.0,60.0,5,"possible, thumb, humanly, players, thumb players, technically, technically possible, thumbs","@Inkboy45, @chubbydoganimations6267, @dawdle9175, @KAAATOFFICIAL, @enzos_gaming9187"
Project Sekai,84,3.0,2.0,1.0,6.0,16.67,33.33,50.0,5,"songs, lvl, difficulty, like, notes, trace, trace notes, characters","@miruinele, @brycelumpkin8658, @purplewarrior12, @Tsukibara28, @Nana00912"
Project Sekai,85,3.0,7.0,0.0,10.0,0.0,70.0,30.0,5,"song, trend","@Savdgm, @eniii_x, @Yamm-1457, @Luvableyuki, @Cerespace"
Project Sekai,86,0.0,6.0,1.0,7.0,14.29,85.71,0.0,5,"pause, slow, taps","@mizukiss., @Yourlocal_mhafan921, @iamD-Anna, @maximaluf, @skibidideftoness"
Project Sekai,87,0.0,3.0,2.0,5.0,40.0,60.0,0.0,5,yes,"@seriinerinne, @Squidward-yeah, @Yummerzandcreamzz, @Toyaberry-W2n, @Il-Raven"
Project Sekai,88,0.0,4.0,1.0,5.0,20.0,80.0,0.0,5,"sexuality, oo, ee, ee oo","@Amandaricci_pretty, @MorrinOgulia, @ChertohaIMP, @toastyrantzz, @Mittens_emojicat_kori_rants"
Project Sekai,89,1.0,6.0,1.0,8.0,12.5,75.0,12.5,5,deco,"@augustinen.t, @ImFeelingKyu-kurarin, @Vi3starr, @macosisthebestosP, @MoonRabbit-P"
Project Sekai,90,0.0,0.0,5.0,5.0,100.0,0.0,0.0,5,"mafuyu, best, vbs, outfits, songs","@arrowkeys4691, @haileye, @Dudeinthesky6833, @choerryis, @ameeliaaaaa"
Project Sekai,91,1.0,4.0,2.0,7.0,28.57,57.14,14.29,4,"tsukasa, event, minori, far, new, interactions, kanade, kohane","@jonokirby, @nctcordsmellslikehotdogwater, @Doris-gf4hb, @yayagldz"
Project Sekai,92,1.0,4.0,0.0,5.0,0.0,80.0,20.0,4,rank,"@Namicho.dreamz, @Littlegotham-h2q, @Sebas_vlm, @WinterBlaze-w8k"
Project Sekai,93,1.0,4.0,2.0,7.0,28.57,57.14,14.29,4,,"@suzuki_artz, @spr0ut-s33d1yyy_emojicat, @Alexzz522, @preppylvke"
Project Sekai,94,3.0,1.0,1.0,5.0,20.0,20.0,60.0,4,"kokona, world, panaginipngalangba, pjsk, youtube","@kokonafriedchicken9031, @panaginipngalangba, @hindiwithshweta3565, @Atheris_Ceratophora"
Project Sekai,95,2.0,4.0,0.0,6.0,0.0,66.67,33.33,4,,"@vampirevoid_leo, @Unbelievablyunfunny, @sanri0add1ct-e4u, @3l1n0r-l3c"
Project Sekai,96,0.0,2.0,2.0,4.0,50.0,50.0,0.0,4,cover,"@MikaelaRM, @skywiffavery, @Isabellashineei, @snowiethedeniafan"
Project Sekai,97,3.0,1.0,3.0,7.0,42.86,14.29,42.86,4,"honami, fight, shit, emu, win, yeah, event, mention","@Detectivekohletoma, @orion_11_305, @Melly-nx7of, @Lilybobsn1fan"
Project Sekai,98,3.0,3.0,2.0,8.0,25.0,37.5,37.5,4,"chat, cried, like, lol","@KKur0ba_7, @Chimera-0401, @ImNotMatchyTotally, @kalyispie"
Project Sekai,99,1.0,5.0,0.0,6.0,0.0,83.33,16.67,4,hard,"@Hiiii-i5o, @n0t_y7ki, @KONN3USAGI, @DazaiOsamu-y3h"
Project Sekai,100,1.0,4.0,4.0,9.0,44.44,44.44,11.11,4,"hours, blahaj, like","@Mydeisimp69, @rotom_dexx, @blahaj., @Kekkokowo"
Project Sekai,101,2.0,0.0,2.0,4.0,50.0,0.0,50.0,4,"announced, announced finally, finally, got, got announced","@Foxo2439, @unicornhorn1003, @NotMeltedWaffles, @SanestJeongjinfan"
Project Sekai,102,4.0,3.0,0.0,7.0,0.0,42.86,57.14,4,"drink, kaito, pee","@MilaLaCourse-q5d, @ANGELM-s2j, @raiden_hanade_gokuhara, @Blower-Pot-Maker"
Project Sekai,103,0.0,4.0,1.0,5.0,20.0,80.0,0.0,4,help,"@deceasedhomosexual, @ninemusess, @valerinaaax, @Rosétoilew"
Project Sekai,104,3.0,3.0,0.0,6.0,0.0,50.0,50.0,4,"story, offensive, like, global","@snowstormyuki, @Purple_Crystal, @S0RNG, @curepinkie1637"
Project Sekai,105,1.0,2.0,1.0,4.0,25.0,50.0,25.0,4,"player, mania, mania player, osu, osu mania","@OATZA67, @pelsta, @MaxLee-0497, @mitsuhashii"
Project Sekai,106,2.0,7.0,0.0,9.0,0.0,77.78,22.22,4,"gonna, hatsunemiku","@ToastersToastToast, @Zeynarella, @HatsuneMiku-01VOCALOID, @PinkielovesKanao"
Project Sekai,107,2.0,4.0,0.0,6.0,0.0,66.67,33.33,4,"joke, song, start, start song","@Waffle._.Lulzzx, @Agis-c6n, @RuiandNene, @S1LLY_ANN4_L0V3R"
Project Sekai,108,0.0,5.0,2.0,7.0,28.57,71.43,0.0,4,"play, en, jp, anniversary, l4v3nd3r_43, got, update, jp en","@V3Lcr0_Sp1kE, @popeyesprsk, @ahl_namr, @RINCHANNOW1"
Project Sekai,109,0.0,4.0,1.0,5.0,20.0,80.0,0.0,4,"hold, foot","@buttholesucker, @sbjb12, @emberellaslol, @rinaffe"
Project Sekai,110,2.0,3.0,2.0,7.0,28.57,42.86,28.57,4,"don, happy, say, play, crk, play crk, pjsk","@Mari1vx, @viocat_does_stuff, @Wonderhoy27, @viipartfait"
Project Sekai,111,10.0,1.0,3.0,14.0,21.43,7.14,71.43,3,"ruikasa, ship, shippers, like, dont, toxic, bad, think","@CookiesTasteGood1412, @Erissie, @ellesosilly"
Project Sekai,112,0.0,4.0,1.0,5.0,20.0,80.0,0.0,3,game,"@Soda_fizzy88, @theyluvskenyaa, @zleepynyan"
Project Sekai,113,1.0,3.0,0.0,4.0,0.0,75.0,25.0,3,"que, la, por, en, hay, ruleta, el, impresionarse","@271smh, @Dipzy_chan, @vampyrott"
Project Sekai,114,0.0,5.0,0.0,5.0,0.0,100.0,0.0,3,,"@CHIBI-k5x, @Moon_channelheart, @Reseonated"
Project Sekai,115,1.0,5.0,0.0,6.0,0.0,83.33,16.67,3,"like, uh, app, legal, thinking, banning, think, app like","@Dassa-lt, @kittenz188, @unintenuu"
Project Sekai,116,1.0,4.0,1.0,6.0,16.67,66.67,16.67,3,,"@Wateryestherealone, @cheesequackers11, @LEAHSLAYS-m6w"
Project Sekai,117,0.0,3.0,3.0,6.0,50.0,50.0,0.0,3,"tablet, new, new tablet","@yvxrai, @luvxlixz, @NNemuru"
Project Sekai,118,5.0,2.0,1.0,8.0,12.5,25.0,62.5,3,"school, reading, expert, girl, got, aint, aint reading, allat","@Literally.Vickie, @KenzieDillon-r1f, @CarlieAndStuffhehe"
Project Sekai,119,0.0,3.0,0.0,3.0,0.0,100.0,0.0,3,"game, played","@silasbrown9136, @The_blue_A, @arhops9078"
Project Sekai,120,1.0,3.0,1.0,5.0,20.0,60.0,20.0,3,,"@yuss_xoଘଓ, @NãoSeiQueNomeColocarAqui, @EstrellaNevada"
Project Sekai,121,1.0,2.0,2.0,5.0,40.0,40.0,20.0,3,"game, colorful, colorful stage, stage","@nep-e9y, @N_Murd3r_dr0n3es, @starr3yy"
Project Sekai,122,3.0,3.0,0.0,6.0,0.0,50.0,50.0,3,"sir, suck","@GIRLYGIRLY67baddie, @cheesecake125-i8e, @obvnot_joelle"
Project Sekai,123,2.0,3.0,0.0,5.0,0.0,60.0,40.0,3,"ton, harder, harder ton","@1mangaokuru, @EricYuremHernándezLópez, @greenhelix6671"
Project Sekai,124,1.0,5.0,1.0,7.0,14.29,71.43,14.29,3,"pjsk, friends, friends said, said, korean, korean pjsk","@Zaifuyu, @strawberrymilkk39, @GabeDoingThings"
Project Sekai,125,1.0,1.0,2.0,4.0,50.0,25.0,25.0,3,,"@Excema_XE3, @Jellyshark39, @kork_ismyfav"
Project Sekai,126,0.0,1.0,3.0,4.0,75.0,25.0,0.0,3,event,"@aiririiiin, @Nilou_dancer180, @ely9656"
Project Sekai,127,2.0,1.0,0.0,3.0,0.0,33.33,66.67,3,"don, wxs, feel, don read, group, read stories","@asukalangley_yeah, @shogun3292, @7vt8td"
Project Sekai,128,0.0,2.0,1.0,3.0,33.33,66.67,0.0,3,"cookie, cookie run, kingdom, run, run kingdom","@ItsJustKasaneTeto, @Kinichlover555, @GuyHoldingAir"
Project Sekai,129,0.0,5.0,0.0,5.0,0.0,100.0,0.0,3,song,"@adoFan.12, @venti132, @Allen_divan"
Project Sekai,130,0.0,2.0,1.0,3.0,33.33,66.67,0.0,3,,"@FairyMuchii, @fluuf999, @ktpocasangre"
Project Sekai,131,0.0,4.0,0.0,4.0,0.0,100.0,0.0,3,"game, project, project sekai, sekai","@linananabanana123, @AlexsandraBurjanadze, @LobotomyGiver5000"
Project Sekai,132,1.0,3.0,0.0,4.0,0.0,75.0,25.0,3,"sekai, version","@whatamidoinglols, @pokotonto, @strawbrcak_sz"
Project Sekai,133,2.0,1.0,0.0,3.0,0.0,33.33,66.67,3,"dangerous, rui","@twiirllie, @pattowo029, @amberr3662"
Project Sekai,134,0.0,3.0,0.0,3.0,0.0,100.0,0.0,3,master,"@MrPuzzleCodes, @thetwistedtrichster, @DennisFuentes-b6c"
Project Sekai,135,4.0,0.0,0.0,4.0,0.0,0.0,100.0,3,"like, rui","@Emergency_Duck, @CVAStudios, @EMURUIWORLDDOMINATION"
Project Sekai,136,0.0,3.0,0.0,3.0,0.0,100.0,0.0,3,"append, mode","@ZQuinn2017, @0rii1i-63, @luichiedador2149"
Project Sekai,137,2.0,2.0,1.0,5.0,20.0,40.0,40.0,3,hold,"@Tinymiku_wig, @sangonomiyakokomi5764, @ermactuallywsg"
Project Sekai,138,0.0,1.0,2.0,3.0,66.67,33.33,0.0,3,,"@marshiboi2991, @SnowBoy1008, @liqznaa"
Project Sekai,139,0.0,2.0,2.0,4.0,50.0,50.0,0.0,3,,"@su1k_t3aa, @THANKSFORTHESUBSYALL1245, @Pearled_parrot"
Project Sekai,140,0.0,3.0,0.0,3.0,0.0,100.0,0.0,3,,"@ZizzyIsNoobGamer-i8y, @cacao4pod, @rabbitbeanie"
Project Sekai,141,2.0,4.0,0.0,6.0,0.0,66.67,33.33,3,"gamepad, pattern, easy, easy pattern","@subscribtion_network, @eowuwa, @cheriselongsioco464"
Project Sekai,142,2.0,1.0,1.0,4.0,25.0,25.0,50.0,3,"like, characters, game, time, feel, feel like, better, great","@Jiroji-Takumaku, @yoisakikanade, @kay.005"
Project Sekai,143,0.0,4.0,0.0,4.0,0.0,100.0,0.0,3,,"@sukatore1, @Kanikama_JP, @mrd.channel"
Project Sekai,144,1.0,2.0,0.0,3.0,0.0,66.67,33.33,3,,"@daimlerchryz1357, @Horrorguy9083, @Guacaguacamole"
Project Sekai,145,2.0,0.0,2.0,4.0,50.0,0.0,50.0,3,"got, happened","@cheesecakemari, @Ac3øfSpades30, @MyactualnameisnotAki"
Project Sekai,146,0.0,5.0,1.0,6.0,16.67,83.33,0.0,3,pfp,"@i.nyandesu, @experiment.videogames, @Tsuzuki_AINThere"
Project Sekai,147,0.0,2.0,2.0,4.0,50.0,50.0,0.0,3,it's,"@Türkbeylerr, @kaylilaaishah4254, @newguuy2"
Project Sekai,148,0.0,5.0,0.0,5.0,0.0,100.0,0.0,3,"project, project sekai, sekai","@peonvn, @Rennka861, @Poyoroiko"
Project Sekai,149,0.0,3.0,1.0,4.0,25.0,75.0,0.0,3,"game, called, called hatsune, colorful, colorful stage, hatsune, hatsune miku, miku","@Secret.204, @kristofrullens9443, @ForeverNull"
Project Sekai,150,2.0,2.0,0.0,4.0,0.0,50.0,50.0,3,,"@Cutiethestars, @ameyuii, @IIDXZERKO"
Project Sekai,151,0.0,4.0,0.0,4.0,0.0,100.0,0.0,3,"soudatta, song, whats, whats song","@judd.spammss, @MizukiIsVeryySigma, @BLAME_NINA"
Project Sekai,152,1.0,2.0,0.0,3.0,0.0,66.67,33.33,3,"mmj, popular","@flinchhy, @mizaplier, @shinoakis"
Project Sekai,153,3.0,0.0,0.0,3.0,0.0,0.0,100.0,3,"hate, pjsk","@B4NNED_MP4, @konomin-l7u, @joefernandes7614"
Project Sekai,154,2.0,3.0,0.0,5.0,0.0,60.0,40.0,3,"bad, just, note, trace, trace note","@Igettoosillysometimes, @nothanks_imgood153, @ihavecontroversialopinions"
Project Sekai,155,4.0,0.0,1.0,5.0,20.0,0.0,80.0,3,"fans, hole, rabbit, rabbit hole, like, vocaloid, people, demonise","@11th-angel, @yam8528, @BlooberryCat"
Project Sekai,156,1.0,2.0,1.0,4.0,25.0,50.0,25.0,3,song,"@StefanieTirlea, @Mizukiz_wife, @Yvk1_328"
Project Sekai,157,1.0,3.0,0.0,4.0,0.0,75.0,25.0,3,"like, old","@jessicanrgaard4021, @RAINBOWSKULLSOFFICIAL, @autumn-71"
Project Sekai,158,1.0,1.0,3.0,5.0,60.0,20.0,20.0,3,"real, favorite, life, thing, saki, think, just, connections","@revel6337, @Ur_Local_Undertale_Fan, @GRAHHHH"
Project Sekai,159,0.0,3.0,1.0,4.0,25.0,75.0,0.0,3,,"@MichaelChan-k7c, @NoodlezFinchez, @thannixgarcia9609"
Project Sekai,160,1.0,1.0,3.0,5.0,60.0,20.0,20.0,3,"shizuku, baby, baby shizuku","@pinguindante, @Chili_bob, @anomaliecaris"
Project Sekai,161,0.0,5.0,0.0,5.0,0.0,100.0,0.0,3,jackpot,"@reemoo_edits, @SleepyHea_d, @lumi.cal2763"
Project Sekai,162,2.0,1.0,0.0,3.0,0.0,33.33,66.67,3,,"@cAptivErAgdOllmArionettE, @GrayTia-s9m, @geleryl"
Project Sekai,163,0.0,3.0,0.0,3.0,0.0,100.0,0.0,3,swastika,"@trashcan_6, @usernameunderdevelopment, @coolmacncheese"
Project Sekai,164,3.0,2.0,1.0,6.0,16.67,33.33,50.0,2,"mafuyu, point, actually, let, events, it's, mom, story","@joemamacaprisun, @user-xu6oo5qm8c"
Project Sekai,165,0.0,5.0,1.0,6.0,16.67,83.33,0.0,2,,"@Chocoboi8, @JayGarcia-n6p"
Project Sekai,166,3.0,0.0,2.0,5.0,40.0,0.0,60.0,2,"tsukasa, tiering, event, wl, got, abt, mainly, easy","@pixie_dust042, @Marihasnoclue"
Project Sekai,167,1.0,2.0,1.0,4.0,25.0,50.0,25.0,2,luck,"@crystalice0906, @floofyspirit"
Project Sekai,168,1.0,3.0,1.0,5.0,20.0,60.0,20.0,2,"story, happy, mafuyu, mafuyu pretending, pretending, main, n25, depressed","@dabestoscfan, @Taylor_14-i6i"
Project Sekai,169,1.0,2.0,1.0,4.0,25.0,50.0,25.0,2,,"@nine.lives_fox, @ariaisontop"
Project Sekai,170,1.0,2.0,2.0,5.0,40.0,40.0,20.0,2,"i'm, nightcord, im, i'm jump, jump","@Penelopetheorange, @spoongirlcunnytheory"
Project Sekai,171,2.0,2.0,1.0,5.0,20.0,40.0,40.0,2,"thumbs, use, fingers, lol, eodoare, phone","@nicdoesthings, @eodoare"
Project Sekai,172,1.0,2.0,1.0,4.0,25.0,50.0,25.0,2,thoughtful,"@missoxsugar, @Penelope_theblackcat"
Project Sekai,173,1.0,1.0,2.0,4.0,50.0,25.0,25.0,2,,"@ThatHungryDuck, @mohankorram7873"
Project Sekai,174,1.0,3.0,1.0,5.0,20.0,60.0,20.0,2,,"@getaloadofthisguy4936, @caprine.m"
Project Sekai,175,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@oO0Vanitas0Oo, @aarizalia7939"
Project Sekai,176,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@NoobVirtuoso, @shizumafupresident"
Project Sekai,177,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@matuyumu, @Kazunosub"
Project Sekai,178,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@ImSanji_CZ, @wha5di"
Project Sekai,179,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@yoloo01, @CometWarRock"
Project Sekai,180,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@rawrsicle, @steffyakinrelere6857"
Project Sekai,181,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@lilypad2714, @Yukiskibdi"
Project Sekai,182,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@gulsumcigdem7900, @lemon18809"
Project Sekai,183,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@N1k0l4i., @eeriewhoo"
Project Sekai,184,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@mirka_ostrovskaya, @NouraKhaldi-u4s"
Project Sekai,185,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@moremoremilk, @JDN910"
Project Sekai,186,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@MMothPerson, @SeabirdxRADON"
Project Sekai,187,0.0,0.0,3.0,3.0,100.0,0.0,0.0,2,,"@burgerfriesohyeah, @ychansluvv"
Project Sekai,188,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@Crunchy-Soup, @vee-n1k"
Project Sekai,189,1.0,1.0,1.0,3.0,33.33,33.33,33.33,2,evolved,"@CosmicSamYt, @Mattie-.."
Project Sekai,190,1.0,1.0,1.0,3.0,33.33,33.33,33.33,2,,"@AkiraSyceQu4t3t, @pjskAkira_23"
Project Sekai,191,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@SEAL_LOVER-t7r, @ALEZA_DRAG0NS"
Project Sekai,192,0.0,2.0,2.0,4.0,50.0,50.0,0.0,2,,"@DarkXWolfDiezYSiete, @Jtronguardianofhereth"
Project Sekai,193,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@lisbethandrea9727, @NihilismSpring"
Project Sekai,194,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Saidassh, @4_V3RY_B3THY_B3TH"
Project Sekai,195,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Umi-Alt, @nooooooooooo-h7l"
Project Sekai,196,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@GaiaMora-x9q, @mozycozyy"
Project Sekai,197,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@siennareindeer, @Nobody.0077"
Project Sekai,198,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@りっくん7重跳びジャンパー, @yukkijumprope"
Project Sekai,199,2.0,1.0,0.0,3.0,0.0,33.33,66.67,2,"dirty, dirty minded, minded","@SrtaAnaju, @CassielleMarquez"
Project Sekai,200,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@qwertys7gp, @KanadeOrNymphia"
Project Sekai,201,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@butchbojack, @taffyquiksand"
Project Sekai,202,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@瑞璃Mizuri, @lukaoreo"
Project Sekai,203,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@Sl33py_Sn4k3, @lyhlwn2837"
Project Sekai,204,2.0,0.0,0.0,2.0,0.0,0.0,100.0,2,,"@rikive, @ChronicallyOnlineINTP"
Project Sekai,205,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@AlixisXonXexisting, @KAF.PoliticalSatireAW"
Project Sekai,206,1.0,0.0,3.0,4.0,75.0,0.0,25.0,2,"exactly, great","@friesandpotatoes9713, @The_Box_Mann"
Project Sekai,207,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@lucakoddsy3000, @Armv-7a"
Project Sekai,208,0.0,2.0,1.0,3.0,33.33,66.67,0.0,2,,"@The_person_who_got_rejected, @realityshatterer"
Project Sekai,209,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@ruixstarz, @PineApron"
Project Sekai,210,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Mmm221-b2o, @Yummm2957"
Project Sekai,211,0.0,2.0,1.0,3.0,33.33,66.67,0.0,2,,"@XxM4rtzxX, @RawPotatoHead"
Project Sekai,212,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@mon8347, @DeDuMeNu"
Project Sekai,213,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,song,"@SquahBrackah_M_SquahBrackah, @月子-r3y"
Project Sekai,214,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@hadrienhardy744, @pyurupyuru"
